year;make;model;trim;body;transmission;vin;state;condition;odometer;color;interior;mmr;sellingprice
2011;Toyota;Sequoia;Platinum;SUV;automatic;5tdyy5g12bs034917;la;;29911;black;gray;38400;37000
2011;Volkswagen;Jetta;TDI;Sedan;manual;3vw3l7ajxbm032410;tx;27;101986;white;tan;10750;9600
2010;Acura;TL;Base;Sedan;;19uua8f59aa024424;pa;37;13756;red;black;19900;19750
2011;volkswagen;jetta;4c comfort;;;3vwdk7aj7bm008170;on;;69339;blue;;10300;6900
2011;Toyota;RAV4;Base;SUV;automatic;2t3zf4dv0bw076447;fl;;98692;blue;tan;11600;10400
2010;Acura;TL;SH-AWD;Sedan;;19uua9f51aa002455;pa;46;23153;silver;black;22000;21500
2011;Volkswagen;Eos;Lux SULEV;Convertible;automatic;wvwfa7ahxbv002090;ga;37;25267;black;red;18000;18400
2011;Toyota;Tundra;Tundra;CrewMax Cab;automatic;5tfey5f16bx103168;va;29;29537;green;gray;23700;18100
2011;Toyota;Tacoma;Base;Access Cab;automatic;5tftx4cn0bx008908;az;37;78045;white;gray;12800;13300
2010;Acura;RDX;SH-AWD;SUV;automatic;5j8tb1h27aa001694;nc;27;113752;gray;black;11950;12300
2011;Toyota;Tacoma;Base;Access Cab;manual;5tfux4enxbx006519;co;28;38771;silver;gray;20100;20800
2011;Volvo;S60;T6;Sedan;;yv1902fh5b2015823;pa;;26367;black;;19450;18500
2011;Volvo;C70;T5;Convertible;;yv1672mc4bj120980;pa;;44251;white;;18850;20100
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;automatic;5tdkk3dc8bs010090;ca;;50764;silver;gray;15300;17000
2011;Volkswagen;Jetta;SE;Sedan;;3vwdx7aj3bm013559;pa;;47201;black;;8925;9500
2011;Volvo;XC90;3.2;SUV;automatic;yv4952cy4b1575444;tx;;77847;blue;;15250;13000
2011;Volvo;C70;T5;Convertible;automatic;yv1672mc6bj107678;co;;15232;red;red;22700;21750
2011;Volkswagen;Jetta;SE;Sedan;manual;3vwbx7aj5bm100306;va;31;58512;silver;beige;8350;8500
2011;Volvo;S60;T6;Sedan;;yv1902fh1b2014300;pa;;40701;gray;;17950;17900
2010;Acura;RL;Base;Sedan;automatic;jh4kb2f67ac002658;ga;25;66823;silver;gray;20200;17300
2011;Toyota;Venza;Base;Wagon;automatic;4t3bk3bb5bu054458;il;47;35011;gray;gray;20500;21700
2011;Volvo;S80;3.2;Sedan;automatic;yv1952as2b1149215;pr;41;37757;black;beige;17250;12500
2011;Volvo;C30;R-Design;Hatchback;automatic;yv1672mkxb2212340;tx;29;61108;red;black;14350;14000
2011;Volkswagen;Tiguan;SE;SUV;automatic;wvgav7axxbw524469;tx;25;69830;white;gray;10550;10200
2011;Volkswagen;Jetta;Base;Sedan;manual;3vw1k7aj0bm076068;tx;28;28253;white;black;8150;9000
2011;Volkswagen;Jetta;S;Sedan;automatic;3vw2k7aj5bm357464;fl;44;101443;silver;black;6150;6000
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;automatic;5tdkk3dc7bs066053;la;;99436;gray;;12550;12100
2010;Acura;TL;Base;Sedan;automatic;19uua8f56aa007550;nv;;61902;white;;16150;17600
2011;Toyota;Tundra;Tundra FFV;CrewMax Cab;automatic;5tfdw5f14bx179098;tx;;97607;silver;;20400;20500
2011;Volvo;XC60;T6 R-Design;SUV;automatic;yv4902dz4b2191874;pa;44;42621;blue;beige;23000;21750
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;automatic;5tdkk3dcxbs044421;ny;;75552;gray;gray;13900;13200
2011;Toyota;RAV4;Limited;SUV;automatic;2t3yf4dv4bw078701;mo;;53927;blue;;16150;15800
2011;Toyota;Sienna;XLE 8-Passenger;Minivan;;5tdyk3dcxbs151477;pa;25;19854;silver;gray;23300;20100
2010;Acura;TL;SH-AWD;Sedan;automatic;19uua9f59aa005216;pa;49;74441;—;black;17450;16700
2011;Volvo;XC90;3.2;SUV;automatic;yv4952cz2b1603878;nc;4;97775;silver;black;14400;14200
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;automatic;5tdkk3dc7bs082530;ga;27;58013;red;gray;14900;13800
2011;Volkswagen;Tiguan;S;SUV;automatic;wvgav7ax7bw534473;nc;45;72959;white;black;10200;10300
2011;Toyota;RAV4;Base;SUV;automatic;2t3zf4dv5bw069882;ga;35;72744;blue;beige;12050;11000
2011;Toyota;Venza;Base;Wagon;automatic;4t3za3bb7bu047836;fl;;87566;black;beige;12150;13400
2011;Toyota;Tundra;Tundra;Double Cab;automatic;5tfrm5f1xbx035891;mo;19;37619;red;black;19450;17000
2011;Volkswagen;Golf;2.5L;Hatchback;automatic;wvwda7aj5bw057079;fl;36;43745;blue;black;10150;10000
2011;Volkswagen;Jetta;SE;Sedan;automatic;3vwdx7aj4bm368045;tx;25;46204;black;tan;8950;8700
2011;Volkswagen;GTI;PZEV;Hatchback;manual;wvwed7aj5bw245581;pa;43;47770;black;black;13300;13600
2011;Toyota;RAV4;Sport;SUV;automatic;jtmwf4dv5b5038769;tx;21;37774;black;black;15500;13000
2011;Toyota;RAV4;Limited;SUV;automatic;2t3yf4dv3bw077183;nc;4;34878;gold;tan;17650;16800
2010;Acura;TL;Base;Sedan;;19uua8f27aa015520;pa;37;33787;burgundy;black;16800;16500
2011;Toyota;Tacoma;Base;Access Cab;automatic;5tfux4en9bx004292;mi;;79265;red;gray;16950;15500
2011;Toyota;Tundra;Tundra;Double Cab;automatic;5tfrm5f14bx028385;az;;92554;red;gray;15750;14000
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;;5tdkk3dc2bs142939;pa;22;25117;blue;gray;16800;16000
2011;Toyota;Tundra;Tundra;Double Cab;automatic;5tfuy5f1xbx194912;va;25;173052;black;beige;13950;12700
2010;Acura;MDX;Base;SUV;automatic;2hnyd2h66ah514812;fl;;70424;gray;beige;21700;21000
2011;Volkswagen;Jetta;SE PZEV;Sedan;;3vwdz7aj4bm386717;pa;;54267;blue;;8875;10100
2011;Toyota;Sienna;LE 8-Passenger;Minivan;automatic;5tdka3dc6bs001231;il;;69108;red;;13150;15000
2011;Volkswagen;Tiguan;SEL;SUV;automatic;wvgav7ax8bw000477;la;41;60667;red;black;14500;12400
2011;Toyota;Venza;Base;Wagon;;4t3za3bb1bu050182;pa;41;27043;white;gray;16000;16000
2011;Volvo;C70;T5;Convertible;automatic;yv1672mc0bj107952;il;;20089;black;;22100;21500
2011;Toyota;Sienna;LE 7-Passenger Mobility Auto Access;Minivan;automatic;5tdkk3dc3bs061366;pr;29;60929;silver;gray;14550;17000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg4er320061;mn;4;16254;gold;black;17000;16900
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg2er391369;va;4;10922;blue;black;17300;17300
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg1er356791;va;5;7432;red;black;17450;18300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er265392;mn;4;27814;black;black;16400;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er253713;mn;4;24086;gold;black;16550;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er253679;va;4;31483;red;black;16100;15300
2014;Dodge;Grand Caravan;SE;Minivan;automatic;2c4rdgbg4er302676;nv;46;6463;gray;black;15550;16000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg3er390523;va;4;19605;burgundy;black;16800;17300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg2er252679;tx;49;29160;gold;black;16550;16700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg0er265625;mn;4;12868;red;black;17150;17000
2014;Dodge;Grand Caravan;SE;Minivan;;2c4rdgbg8er170151;il;;7790;blue;;15250;16100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er305903;va;5;16729;black;black;16950;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er265659;mn;4;19931;gray;black;16800;17200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er240619;va;37;26643;gray;black;16350;15900
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg0er128460;sc;3;44526;blue;black;15550;12100
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg3er263318;az;4;26722;red;black;16350;15600
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg6er176982;pa;33;38067;black;black;15800;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er390713;il;4;11474;blue;black;17300;17600
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg0er262269;va;4;24580;black;black;16600;16500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er477213;va;5;8130;red;black;17450;17600
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er177115;az;35;37369;gray;black;16000;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er262504;az;4;28343;blue;black;16250;15000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg6er391214;va;5;16307;blue;black;17000;16800
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg2er391744;va;4;12803;gold;black;17200;17100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg5er209289;tx;32;78489;blue;black;15200;12800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcgxer205481;sc;3;48607;white;black;15150;9900
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er305907;va;5;15718;blue;black;17000;16600
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg0er253913;va;3;29394;white;black;16200;16400
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg0er181756;wa;35;41092;black;black;15700;16500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er391245;va;4;18267;white;black;16900;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er341722;co;4;20564;gray;black;16900;16500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er262463;az;4;31584;silver;black;16050;16000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er305226;mn;4;9413;gray;black;17350;17600
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg2er212361;tx;32;42056;black;black;15500;15300
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg4er391390;va;4;9534;blue;black;17350;17500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg2er154106;ne;44;37429;white;black;15750;15500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er173117;or;41;42369;red;black;15400;16200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er183760;mi;43;42076;blue;black;15750;16300
2014;Dodge;Grand Caravan;SE;Minivan;;2c4rdgbg4er288424;qc;42;25767;gray;black;20500;21100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er265940;az;4;23069;black;black;16650;15800
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg1er356452;va;4;10374;blue;black;17350;17100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er290274;mn;3;18367;black;black;16900;18200
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg5er390961;va;4;12575;blue;black;17200;17000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er356484;mn;4;14398;blue;black;17100;17300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg5er254250;va;5;22476;red;black;16600;17500
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg8er391215;va;2;11420;blue;black;17250;17100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er253360;va;4;32448;burgundy;black;16050;16300
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg6er252720;va;4;27621;white;black;16450;15700
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg1er173424;pa;39;41210;white;black;15600;16200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg4er321159;va;4;28609;gold;black;16400;15700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg0er390530;va;4;16619;red;black;17000;17000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er212517;tx;35;48284;silver;black;15300;15700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg0er390916;va;5;11722;gray;;17250;17800
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcgxer390521;va;4;20540;gray;black;16750;16600
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg9er290149;mn;4;18560;blue;black;16850;17300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er392798;il;4;12111;blue;black;17300;17500
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg5er181929;tx;34;42077;red;black;15600;15700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er265665;az;4;24924;white;black;16450;15700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er173134;mn;37;41216;white;black;15700;16300
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg9er349068;va;4;16113;burgundy;black;17000;16700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er173309;ca;37;40069;red;black;15900;16300
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg0er390852;va;4;16913;burgundy;black;17150;16600
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg9er323103;mn;4;14769;black;black;17050;17000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg8er263900;va;4;23227;white;black;16650;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg3er155510;pa;;38909;burgundy;;15650;15300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er265777;mn;4;15508;white;gray;17050;18900
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er304802;az;4;24096;white;black;16500;16200
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg4er349110;va;4;23721;black;black;16550;15700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er263740;il;4;12580;silver;black;17250;17100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcgxer179013;wa;43;40915;gray;black;15600;16400
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg8er391389;va;4;14711;blue;black;17050;17100
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er262195;az;4;25697;silver;black;16400;16000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg0er429486;va;4;17634;blue;black;16900;16800
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg7er429579;va;4;15755;blue;black;17000;16800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg8er357405;va;4;5571;gray;beige;17600;18700
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg8er388699;mi;;16190;red;black;17000;11700
2014;Dodge;Grand Caravan;SE;Minivan;automatic;2c4rdgbg7er278566;mn;43;18042;red;black;14000;14800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er391749;va;4;14719;gray;black;17050;17200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg9er210347;ne;36;32637;gray;black;16000;16000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg9er477598;va;5;9520;red;black;17400;17700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er391864;va;5;13765;gray;black;17150;19700
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg4er391499;va;4;13343;blue;black;17150;17000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg9er390932;va;4;13069;gray;black;17150;17100
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg3er356789;va;5;12294;white;black;17200;17200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg2er290364;mn;4;12392;white;black;17200;17400
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg5er244320;az;4;26175;burgundy;black;16400;16000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg5er391754;va;3;12453;red;black;17200;16700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er391718;va;4;9822;gray;black;17350;17300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er349375;mn;4;9488;gray;black;17350;17800
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg3er320181;va;4;22832;gold;tan;16600;17600
2014;Dodge;Grand Caravan;SE;Minivan;automatic;2c4rdgbg9er260277;fl;19;5827;charcoal;black;15500;8600
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er290128;mn;4;19453;blue;black;16800;17100
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcgxer323160;va;4;12884;blue;black;17200;17000
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er390312;va;4;16792;gray;black;16950;17000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg7er390752;va;5;15614;white;black;17000;17400
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg1er262801;az;4;25893;silver;black;16400;16000
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcgxer253496;va;4;24619;burgundy;black;16500;17600
2014;Dodge;Grand Caravan;SXT;Minivan;;2c4rdgcg1er391251;va;5;19278;white;black;16800;16900
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg7er181950;in;;42212;white;black;15400;15800
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg2er212358;fl;42;41874;gray;black;15700;16200
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg6er264138;mn;4;23124;white;black;16600;16700
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg4er153720;oh;48;39260;white;black;15650;15300
2014;Dodge;Grand Caravan;SXT;Minivan;automatic;2c4rdgcg4er264171;co;4;18150;gold;black;16950;16800
2010;BMW;7 Series;750i;Sedan;automatic;wbaka8c56acy35576;wa;29;30034;gray;tan;29600;32600
2010;Buick;Enclave;CXL1;SUV;automatic;5galvbed3aj229758;md;26;73779;red;beige;15950;14500
2010;BMW;5 Series;535i xDrive;Sedan;automatic;wbanv9c5xac139150;il;;55662;gray;;19350;19400
2010;Buick;LaCrosse;CXS;Sedan;automatic;1g4ge5ev7af215953;fl;;81217;white;tan;13400;13100
2010;Audi;A4;2.0T Premium quattro;Sedan;automatic;waubfafl8an032226;tx;37;67421;red;black;14150;14400
2010;Buick;LaCrosse;CXL;Sedan;automatic;1g4gc5egxaf131391;mn;26;92851;beige;tan;10100;10000
2010;Buick;LaCrosse;CXL;Sedan;automatic;1g4gc5gg8af175533;in;35;68940;black;tan;11750;12100
2010;Buick;Enclave;CXL1;SUV;automatic;5galvbed2aj106968;nv;38;79805;brown;tan;15200;17600
2010;BMW;5 Series;528i;Sedan;automatic;wbanu5c55ac129265;fl;29;77602;black;tan;14900;13600
2010;Buick;LaCrosse;CXL;Sedan;automatic;1g4gc5eg4af147120;ny;28;105847;black;gray;9200;9600
2010;BMW;5 Series;535i xDrive;Sedan;automatic;wbanv9c58ac390863;fl;34;64940;gold;black;18350;15400
2010;BMW;5 Series;535i;Sedan;automatic;wbanw1c59ac164765;ga;33;68772;black;tan;17350;16500
2010;BMW;6 Series;650i;Convertible;automatic;wbaeb5c53ac224963;fl;41;62651;silver;beige;29400;28500
2010;Cadillac;CTS;Base;Sedan;automatic;1g6dc5eg7a0131331;oh;44;53270;silver;gray;15650;14600
2010;BMW;ActiveHybrid X6;Base;SUV;automatic;5uxfh0c59alc66063;mi;28;24980;blue;tan;34500;26500
2010;Buick;Enclave;CXL1;SUV;automatic;5galrbed9aj164287;sc;;79659;silver;gray;15050;15000
2010;BMW;7 Series;750i xDrive;Sedan;;wbakc6c58ac393981;on;;87598;silver;black;15800;26000
2010;BMW;3 Series;328i;Sedan;automatic;wbaph7g50anm51075;fl;43;41996;white;beige;14350;15500
2010;Buick;Enclave;CXL2;SUV;automatic;5galrced1aj134514;nc;39;96117;burgundy;gray;14000;12600
2010;Buick;Enclave;CXL1;SUV;automatic;5galrbed3aj168593;tx;28;76692;white;tan;15400;16000
2010;BMW;X5;xDrive30i;SUV;;5uxfe4c56al385251;pa;;47935;gray;;23500;26100
2010;Buick;LaCrosse;CXL;Sedan;automatic;1g4gc5gg5af316011;fl;36;52752;black;black;12900;15400
2010;BMW;5 Series;528i;Sedan;automatic;wbanu5c52ac129613;fl;41;59703;blue;gray;16500;16700
2010;Acura;ZDX;Base;Hatchback;automatic;2hnyb1h40ah502041;fl;;68588;black;tan;23600;23800
2010;Buick;Enclave;CXL2;SUV;automatic;5galvced1aj126778;co;;154257;white;gray;11500;10000
2010;Buick;Enclave;CXL1;SUV;automatic;5galrbed2aj153292;fl;;74518;black;beige;15600;15000
2010;BMW;X5;xDrive30i;SUV;automatic;5uxfe4c57al382567;fl;26;65915;silver;black;21600;18000
2010;BMW;1 Series;135i;Coupe;;wbauc7c5xavk95814;nj;31;201489;silver;black;9875;8000
2010;BMW;3 Series;328i;Sedan;automatic;wbaph7g59anm53939;ga;;70994;white;tan;12400;11400
2010;Audi;A4;2.0T Premium quattro;Sedan;;waubfafl3an068549;pa;43;54857;gray;black;15950;14600
2010;BMW;1 Series;128i;Coupe;automatic;wbaup7c50avk77729;fl;;26114;blue;beige;14000;13000
2010;Buick;LaCrosse;CX;Sedan;automatic;1g4gb5eg3af127315;fl;2;78543;black;gray;8500;9300
2010;audi;a4;awd 2.0t;;;waubfcfl6an004842;on;;150295;black;black;14550;12100
2010;BMW;7 Series;750Li xDrive;Sedan;;wbakc8c59ac430094;nc;28;97276;gray;black;29000;28250
2010;BMW;5 Series Gran Turismo;550i;Hatchback;automatic;wbasn4c57ac208804;ga;29;74124;gray;black;21400;17400
2010;Buick;LaCrosse;CXL;Sedan;;1g4gc5eg6af127161;pa;39;109713;silver;beige;8925;8600
2010;Buick;Enclave;CXL1;SUV;automatic;5galvbed1aj235641;ga;35;81828;silver;gray;14950;14300
2010;Audi;A4;2.0T Premium quattro;Sedan;automatic;wauffafl0an016846;il;29;31445;gray;black;19950;19400
2010;Acura;TL;Base;Sedan;;19uua8f51aa001123;pa;35;65445;silver;gray;15900;16200
2010;Buick;Enclave;CXL1;SUV;automatic;5galrbed8aj116022;mo;28;72015;red;tan;15750;16400
2010;BMW;X5 M;Base;SUV;;5ymgy0c54alk25883;pa;39;58552;white;black;37600;38200
2010;Audi;A4;2.0T Premium;Sedan;automatic;wauafafl4an066787;fl;46;46120;silver;black;14350;16600
2010;Audi;A6;3.0T Premium quattro;Sedan;automatic;waufgafb5an059776;tx;;78865;black;;15100;15500
2010;BMW;3 Series;328i;Convertible;automatic;wbawl1c54ap491807;fl;37;51599;gray;brown;17050;18900
2010;BMW;X3;xDrive30i;SUV;;wbxpc9c41awk16191;on;29;157356;black;black;13650;10300
2010;Cadillac;CTS;Base;Sedan;automatic;1g6dc5egxa0141769;il;4;3830;silver;black;19200;17700
2010;BMW;3 Series;328i;Sedan;automatic;wbaph7g53anm50454;fl;;78902;black;black;11900;14700
2010;BMW;7 Series;750Li;Sedan;automatic;wbakb8c58acy64106;tx;19;58733;white;tan;30300;23500
2010;Cadillac;CTS;Base;Sedan;automatic;1g6da5eg6a0111741;nj;35;46990;white;white;15050;14900
2010;Acura;TL;Base;Sedan;automatic;19uua8f52aa022644;nv;42;92607;white;beige;14300;16100
2010;BMW;X6;xDrive50i;SUV;;5uxfg8c55alz94526;pa;27;71234;red;beige;31800;29800
2010;Acura;TSX;Base;Sedan;automatic;jh4cu2f65ac027265;ga;24;156011;black;black;8500;8500
2010;BMW;3 Series;335i xDrive;Coupe;automatic;wbawc7c57ae271141;tn;4;27245;black;black;24600;22250
2010;Cadillac;CTS Wagon;Premium;CTS Wagon;;1g6ds8ev3a0121785;pa;44;57724;silver;gray;17450;17000
2010;BMW;5 Series;535i;Sedan;automatic;wbanw1c59ac168928;ga;;87573;silver;gray;14800;13900
2010;Buick;Enclave;CXL1;SUV;automatic;5galrbed8aj105098;fl;37;84954;silver;gray;14400;13300
2010;Buick;Enclave;CXL2;SUV;automatic;5galvced2aj242684;mn;35;92254;white;tan;16050;17100
2010;BMW;5 Series;535i xDrive;Sedan;automatic;wbanv9c58ac139440;ny;36;55700;blue;gray;19750;17700
2010;Audi;A4;2.0T Premium quattro;Sedan;automatic;wauffafl4an070280;il;38;32372;black;black;19850;20600
2010;Buick;Enclave;CXL2;SUV;automatic;5galvced1aj136551;nj;;61419;white;;19900;18000
2010;Acura;TSX;Base;Sedan;;jh4cu2f64ac016970;pa;;53739;black;;12700;13600
2010;Audi;Q5;3.2 Premium quattro;SUV;automatic;wa1lkafp3aa071734;il;42;70573;gray;black;20300;20700
2010;Audi;A4;2.0T Premium quattro;Sedan;manual;waudfafl6an010394;nj;24;1;black;black;19300;5500
2010;Buick;Enclave;CXL1;SUV;automatic;5galvbedxaj112596;ny;;85447;beige;tan;14550;14900
2010;BMW;X3;xDrive30i;SUV;;wbxpc9c47awj32408;ab;43;175486;gray;black;12900;9600
2010;cadillac;dts;fwd w/1sh;;automatic;1g6kr5ey1au114032;nj;19;143034;black;black;5500;5100
2010;Cadillac;CTS;Performance;Sedan;;1g6dl5ev1a0117052;pa;41;43335;white;black;16400;16000
2010;Buick;Lucerne;Super;Sedan;automatic;1g4hh5e91au109704;in;;113811;white;beige;11900;9200
2010;BMW;5 Series;528i;Sedan;automatic;wbanu5c58ac364713;fl;41;65895;black;black;16000;16600
2010;Cadillac;CTS;Luxury;Sedan;;1g6de5eg4a0104808;pa;;42311;silver;;15600;15800
2010;Buick;Enclave;CXL2;SUV;automatic;5galvced1aj135447;wi;;72367;silver;black;18450;18300
2010;BMW;X5;xDrive35d;SUV;;5uxff0c59alj99435;pa;39;105487;white;tan;20200;19800
2010;BMW;X6 M;Base;SUV;automatic;5ymgz0c53alk13284;il;34;49228;white;gray;36400;42500
2010;Buick;Enclave;CXL2;SUV;automatic;5galrced3aj113552;tx;;83151;white;;15600;14300
2010;BMW;7 Series;750i;Sedan;automatic;wbaka8c53acy36099;tx;35;108192;silver;gray;19900;19000
2010;BMW;5 Series;535i xDrive;Sedan;automatic;wbanv9c58ac137445;ma;25;79584;blue;gray;16500;15000
2010;Chevrolet;Camaro;2LT;Coupe;automatic;2g1fc1ev2a9224270;tx;23;30483;red;black;16600;17000
2010;Chevrolet;Camaro;2SS;Coupe;manual;2g1ft1ew8a9139104;pa;5;4839;red;red;23200;24800
2010;Chevrolet;Cobalt;LT;Sedan;automatic;1g1ad5f50a7174757;nc;28;92414;red;gray;4775;4700
2010;Chevrolet;Aveo;LS;Sedan;manual;kl1td5de7ab122713;mn;19;97046;white;gray;4100;1500
2010;Chevrolet;Silverado 1500;LS;Extended Cab;automatic;1gcskrea0az160417;tx;;80510;gray;gray;14500;15300
